,Id,Predicted
0,0,0.16387667828190552
1,1,0.2758714839750823
2,2,0.04980612724906372
3,3,0.14581263071164655
4,4,0.2361558156005693
5,5,0.12128119315495081
6,6,0.9462608568326784
7,7,0.004571897838106877
8,8,0.04126461266605854
9,9,0.44237529531976233
10,10,0.18164757810741472
11,11,0.3015151085676054
12,12,0.17004141198256303
13,13,0.1339695444085725
14,14,0.015229215922309264
15,15,0.33009320923796903
16,16,0.08274087223959303
17,17,0.16809298784445503
18,18,0.07546649587781855
19,19,0.20118970934631772
20,20,0.5095171556181053
21,21,0.7202349325319354
22,22,0.09386103380198596
23,23,0.09894686797432914
24,24,0.012310167531423066
25,25,0.009482829539273836
26,26,0.43038827299875604
27,27,0.7378561057167513
28,28,0.006747773742868075
29,29,0.010515712837391139
30,30,0.3992855918156345
31,31,0.12868994259716798
32,32,0.1054286886725001
33,33,0.2263400768485137
34,34,0.34434540248096074
35,35,0.32988376023594795
36,36,0.07883887305006575
37,37,0.065109981844909
38,38,0.07555282747771273
39,39,0.0955950582769844
40,40,0.0026216883641010835
41,41,0.05142163845679584
42,42,0.3006487398488948
43,43,0.017798076162958042
44,44,0.14333742711461356
45,45,0.14687806150045415
46,46,0.40756223981369055
47,47,0.17802437166007423
48,48,0.0329715573871884
49,49,0.16148704593634722
50,50,0.12939355149820195
51,51,0.0960105539080544
52,52,0.03181162643477032
53,53,0.14655857042072018
54,54,0.01888338349941479
55,55,0.24800938759651045
56,56,0.586910839453456
57,57,0.10363436383464471
58,58,0.6555095976935441
59,59,0.3592359506026592
60,60,0.13458862936316002
61,61,0.01809773856462484
62,62,0.13982205995665478
63,63,0.017903544432741548
64,64,0.10886388181129987
65,65,0.13561469915203408
66,66,0.32975668895617716
67,67,0.06681865334639367
68,68,0.13416205810806064
69,69,0.12372050056818797
70,70,0.018255524500593766
71,71,0.12536583181732644
72,72,0.9131911578576433
73,73,0.1152169858893417
74,74,0.14043390627037006
75,75,0.03460944304730218
76,76,0.033386299648682484
77,77,0.7041733734853936
78,78,0.014595991559102605
79,79,0.3134371800640695
80,80,0.3621356485634016
81,81,0.1347765892161597
82,82,0.06257862557674439
83,83,0.12997652226958678
84,84,0.4329250498207919
85,85,0.047521570190293454
86,86,0.38941362680007036
87,87,0.13956199947794823
88,88,0.06628340670258673
89,89,0.054725470890192404
90,90,0.6376774269871937
91,91,0.09470612944372404
92,92,0.22078778680065544
93,93,0.005967894749657329
94,94,0.3906871997507569
95,95,0.04773377307472797
96,96,0.1242058831495634
97,97,0.03494579335278867
98,98,0.3188691116717555
99,99,0.017202816705182523
100,100,0.3203306115090188
101,101,0.002049905454966731
102,102,0.008723108337134279
103,103,0.0015025366110773548
104,104,0.055562366392424595
105,105,0.1456877523936906
106,106,0.07869954419996707
107,107,0.049293294294170446
108,108,0.05076297956484481
109,109,0.06435338773839708
110,110,0.8551231207557595
111,111,0.16262054446181723
112,112,0.18873334158396557
113,113,0.00014940304845248393
114,114,0.1012972142659005
115,115,0.8163625045169177
116,116,0.09294731455221567
117,117,0.008947356686228187
118,118,0.09678287987431725
119,119,0.10434095763410563
120,120,0.036981251851308954
121,121,0.026415607044120326
122,122,0.0002871824588726229
123,123,4.41697611839667e-05
124,124,0.07495574799470504
125,125,0.2668449467234634
126,126,0.3122630134073725
127,127,0.014378977711656485
128,128,0.30453288454698196
129,129,0.24429866899711858
130,130,0.62303629475322
131,131,0.1856007725893428
132,132,0.13678778229720978
133,133,0.005267715868496116
134,134,0.4264456815791633
135,135,0.15206566288249015
136,136,0.12580991403941813
137,137,0.06368213329003297
138,138,0.07119473674585526
139,139,0.3297578144612557
140,140,0.9614720899820594
141,141,0.10284707188962644
142,142,0.2681709237475467
143,143,0.12908451364196305
144,144,0.4737867556354532
145,145,0.15535431845550787
146,146,0.1730730105680815
147,147,0.03562734684477969
148,148,0.1534543745743955
149,149,0.047113710612548106
150,150,0.17070524367666565
151,151,0.021568261289745202
152,152,0.057799893474755795
153,153,0.13780186760843768
154,154,0.36171994144684694
155,155,0.05771143574417272
156,156,0.10617537997736112
157,157,0.24237772813689093
158,158,0.08505969841510912
159,159,0.43602000307636096
160,160,0.03195091968774782
161,161,0.10399722039102294
162,162,0.9319719482898516
163,163,0.02831068805518778
164,164,0.747320702473566
165,165,0.2802224453376385
166,166,0.22983175721350257
167,167,0.24509218762977597
168,168,0.04349254131860543
169,169,0.0004512441123380861
170,170,0.05023436617565352
171,171,0.006848084144540267
172,172,0.07352804963046396
173,173,0.0787143875031372
174,174,0.1406792976453302
175,175,0.06851067508408339
176,176,0.11327917836221432
177,177,0.005500680882593302
178,178,0.06399945771556736
179,179,0.075090941745637
180,180,0.018774049833060746
181,181,0.03544859658107451
182,182,0.18019123338928192
183,183,0.03333440693438895
184,184,0.07524728698972692
185,185,0.3815134249265206
186,186,0.05485019799704426
187,187,0.06490195837323372
188,188,0.6548050811322381
189,189,0.8274743808825504
190,190,0.29519315333292084
191,191,0.00017889108756284427
192,192,0.5686152728426067
193,193,0.4026148096798236
194,194,0.05855142116860086
195,195,0.01777634976921822
196,196,0.602672850196552
197,197,0.28180987287617965
198,198,0.10081096148917784
199,199,0.058023623212050686
200,200,0.24506220712434823
201,201,0.18926056901382426
202,202,0.06952568856979917
203,203,0.10823005313926791
204,204,0.0016290723240087045
205,205,0.22749496420659726
206,206,0.29239100688539
207,207,0.1785061530054527
208,208,0.2551046106205232
209,209,0.27081811882575385
210,210,0.4107069452815995
211,211,0.0796447487314606
212,212,0.34148681632255223
213,213,0.1885944211839811
214,214,0.14455346512529346
215,215,0.20722130634992236
216,216,0.10656337237009843
217,217,0.09086579311040303
218,218,0.12243911165877353
219,219,0.0038548631038070485
220,220,0.03909049730911095
221,221,0.24380260833800108
222,222,0.19861154564918315
223,223,0.7150206859256346
224,224,0.36282131142397384
225,225,0.34648270769739786
226,226,0.03161953928387505
227,227,0.6615362304091525
228,228,0.4337091564106981
229,229,0.4709786972457565
230,230,0.021898761942867433
231,231,0.3349774716639497
232,232,0.25232646394057084
233,233,0.06080222539272662
234,234,0.720359861455957
235,235,0.06943495142576687
236,236,0.5721947738725206
237,237,0.26015957342033613
238,238,0.09636477946920163
239,239,0.3092269943587857
240,240,0.043214292941661014
241,241,0.26673866631331294
242,242,0.2703660848428486
243,243,0.004421736904068201
244,244,0.41648874169605266
245,245,0.28089802383738166
246,246,0.03815326219927137
247,247,0.14430762648029227
248,248,0.6619527437258977
249,249,0.08054868800413961
250,250,0.17359442823197824
251,251,0.6420201431167752
252,252,0.33250739119121514
253,253,0.08667316472570985
254,254,0.1924673731824066
255,255,0.01480183968236279
256,256,0.037277450422819325
257,257,0.37855935117730743
258,258,0.636755425341166
259,259,0.002750315560250082
260,260,0.001546172932052193
261,261,0.003451852972174483
262,262,0.1367479743516248
263,263,0.0033615170153804353
264,264,0.14624063711749094
265,265,0.09749755439734122
266,266,0.7432634985635581
267,267,0.06646268089805911
268,268,0.2547616722760536
269,269,0.047416207458147196
270,270,0.3495661774874994
271,271,0.017813927197714016
272,272,0.012259543977228003
273,273,0.235565796199429
274,274,0.19398951395203773
275,275,0.530656892808054
276,276,0.10437122264964759
277,277,0.09985751221290959
278,278,0.02820642775702899
279,279,0.05159412770538686
280,280,0.2369281448259842
281,281,0.0030343639813314996
282,282,0.026809394469735025
283,283,0.15928689225788248
284,284,0.28306818700706915
285,285,0.1803086636879163
286,286,0.5315504103697122
287,287,0.019807178328373892
288,288,0.15140339272444953
289,289,0.04498484014041993
290,290,0.006917572406119835
291,291,0.02151836819909953
292,292,0.3334529073691934
293,293,0.0002628969553666462
294,294,0.1122949770371812
295,295,0.5894529809413267
296,296,0.3083025026711661
297,297,0.00044982862232939867
298,298,0.3181823970027982
299,299,0.05288161894082846
300,300,0.016385201707623368
301,301,0.9674667206618291
302,302,0.1246300221210853
303,303,0.19864419990990803
304,304,0.013934289195611422
305,305,0.05455633394627752
306,306,0.004788130537727171
307,307,0.36636808036070867
308,308,0.019517454166363708
309,309,0.15378845572709315
310,310,0.12291425454699065
311,311,0.4861451635984059
312,312,0.515525202087229
313,313,0.15000609980044327
314,314,0.16834920155430527
315,315,0.757877334290289
316,316,0.07538818844675768
317,317,0.1375345251514262
318,318,0.004334926215727064
319,319,0.06830459713715152
